event_id,customer_id,event_date,event_type,old_mrr,new_mrr,delta_mrr
1373,CUST_00637,2024-02-01,expansion,265.91,312.18,46.26999999999998
1374,CUST_00637,2024-04-01,churn,312.18,0.0,-312.18
1375,CUST_00638,2024-11-11,new,0.0,257.63,257.63
1376,CUST_00639,2024-12-03,new,0.0,59.06,59.06
1377,CUST_00640,2024-12-15,new,0.0,957.92,957.92
1378,CUST_00641,2024-01-11,new,0.0,113.23,113.23
1379,CUST_00641,2024-04-01,expansion,113.23,146.1,32.86999999999999
1380,CUST_00641,2024-08-01,churn,146.1,0.0,-146.1
1381,CUST_00642,2024-11-13,new,0.0,121.89,121.89
1382,CUST_00643,2023-11-17,new,0.0,79.16,79.16
1383,CUST_00644,2024-10-21,new,0.0,1404.73,1404.73
1384,CUST_00645,2024-12-06,new,0.0,460.38,460.38
1385,CUST_00646,2023-01-24,new,0.0,77.41,77.41
1386,CUST_00646,2023-09-01,contraction,77.41,72.74,-4.670000000000002
1387,CUST_00646,2024-05-01,churn,72.74,0.0,-72.74
1388,CUST_00647,2023-11-15,new,0.0,145.63,145.63
1389,CUST_00647,2024-03-01,expansion,145.63,201.41,55.78
1390,CUST_00647,2024-04-01,churn,201.41,0.0,-201.41
1391,CUST_00648,2022-02-27,new,0.0,209.17,209.17
1392,CUST_00648,2024-05-01,expansion,209.17,260.03,50.859999999999985
1393,CUST_00648,2024-10-01,expansion,260.03,346.89,86.86000000000001
1394,CUST_00649,2022-10-09,new,0.0,137.66,137.66
1395,CUST_00649,2024-04-01,expansion,137.66,181.13,43.47
1396,CUST_00650,2024-01-27,new,0.0,86.7,86.7
1397,CUST_00651,2022-03-19,new,0.0,145.82,145.82
1398,CUST_00651,2024-02-01,expansion,145.82,210.59,64.77000000000001
1399,CUST_00651,2024-10-01,churn,210.59,0.0,-210.59
1400,CUST_00652,2022-10-01,new,0.0,77.2,77.2
1401,CUST_00652,2023-07-01,churn,77.2,0.0,-77.2
1402,CUST_00653,2022-11-23,new,0.0,74.91,74.91
1403,CUST_00653,2023-12-01,churn,74.91,0.0,-74.91
1404,CUST_00654,2024-07-27,new,0.0,56.76,56.76
1405,CUST_00655,2024-12-08,new,0.0,302.63,302.63
1406,CUST_00655,2024-12-01,expansion,302.63,385.32,82.69
1407,CUST_00656,2022-02-20,new,0.0,66.68,66.68
1408,CUST_00656,2022-05-01,churn,66.68,0.0,-66.68
1409,CUST_00657,2024-11-12,new,0.0,215.16,215.16
1410,CUST_00657,2024-12-01,expansion,215.16,281.65,66.48999999999998
1411,CUST_00658,2023-02-07,new,0.0,105.29,105.29
1412,CUST_00658,2023-02-01,contraction,105.29,90.95,-14.340000000000003
1413,CUST_00658,2023-12-01,contraction,90.95,83.58,-7.3700000000000045
1414,CUST_00658,2023-12-01,churn,83.58,0.0,-83.58
1415,CUST_00659,2023-03-11,new,0.0,55.96,55.96
1416,CUST_00659,2024-03-01,churn,55.96,0.0,-55.96
1417,CUST_00660,2022-09-15,new,0.0,107.94,107.94
1418,CUST_00660,2023-11-01,contraction,107.94,92.94,-15.0
1419,CUST_00660,2024-05-01,expansion,92.94,133.03,40.09
1420,CUST_00661,2024-03-08,new,0.0,99.31,99.31
1421,CUST_00661,2024-03-01,expansion,99.31,139.73,40.41999999999999
1422,CUST_00662,2022-05-15,new,0.0,140.88,140.88
1423,CUST_00662,2024-01-01,expansion,140.88,193.87,52.99000000000001
1424,CUST_00663,2022-02-14,new,0.0,54.76,54.76
1425,CUST_00663,2022-12-01,churn,54.76,0.0,-54.76
1426,CUST_00664,2023-09-23,new,0.0,144.05,144.05
1427,CUST_00664,2024-05-01,expansion,144.05,201.72,57.66999999999999
1428,CUST_00664,2024-06-01,expansion,201.72,259.69,57.97
1429,CUST_00665,2023-03-19,new,0.0,118.19,118.19
1430,CUST_00665,2024-09-01,expansion,118.19,151.43,33.24000000000001
1431,CUST_00666,2023-03-26,new,0.0,2304.83,2304.83
1432,CUST_00667,2023-08-23,new,0.0,128.38,128.38
1433,CUST_00667,2024-02-01,contraction,128.38,120.24,-8.14
1434,CUST_00667,2024-04-01,expansion,120.24,158.69,38.45
1435,CUST_00667,2024-05-01,expansion,158.69,196.32,37.629999999999995
1436,CUST_00668,2023-01-19,new,0.0,87.57,87.57
1437,CUST_00668,2023-09-01,churn,87.57,0.0,-87.57
1438,CUST_00669,2022-02-27,new,0.0,101.7,101.7
1439,CUST_00669,2022-04-01,churn,101.7,0.0,-101.7
1440,CUST_00670,2022-06-11,new,0.0,101.22,101.22
1441,CUST_00670,2023-01-01,churn,101.22,0.0,-101.22
1442,CUST_00671,2024-12-12,new,0.0,492.91,492.91
1443,CUST_00672,2022-10-23,new,0.0,2471.06,2471.06
1444,CUST_00673,2023-01-05,new,0.0,436.25,436.25
1445,CUST_00673,2024-10-01,contraction,436.25,390.4,-45.85000000000002
1446,CUST_00673,2024-11-01,expansion,390.4,506.07,115.67000000000002
1447,CUST_00674,2022-01-25,new,0.0,206.78,206.78
1448,CUST_00674,2022-08-01,contraction,206.78,167.48,-39.30000000000001
1449,CUST_00674,2024-03-01,expansion,167.48,194.2,26.72
1450,CUST_00675,2022-12-03,new,0.0,130.27,130.27
1451,CUST_00675,2023-01-01,churn,130.27,0.0,-130.27
1452,CUST_00676,2023-10-02,new,0.0,2914.32,2914.32
1453,CUST_00676,2024-11-01,contraction,2914.32,2345.41,-568.9100000000003
1454,CUST_00677,2024-09-13,new,0.0,357.78,357.78
1455,CUST_00677,2024-11-01,expansion,357.78,421.42,63.64000000000004
1456,CUST_00678,2024-10-20,new,0.0,449.36,449.36
1457,CUST_00678,2024-11-01,contraction,449.36,384.38,-64.98000000000002
1458,CUST_00679,2022-02-12,new,0.0,114.22,114.22
1459,CUST_00679,2024-04-01,churn,114.22,0.0,-114.22
1460,CUST_00680,2024-10-03,new,0.0,2251.68,2251.68
1461,CUST_00680,2024-10-01,contraction,2251.68,1842.7,-408.9799999999998
1462,CUST_00681,2024-01-06,new,0.0,278.53,278.53
1463,CUST_00681,2024-05-01,churn,278.53,0.0,-278.53
1464,CUST_00682,2022-10-07,new,0.0,54.16,54.16
1465,CUST_00682,2022-12-01,churn,54.16,0.0,-54.16
1466,CUST_00683,2022-10-26,new,0.0,116.35,116.35
1467,CUST_00683,2023-02-01,contraction,116.35,101.75,-14.599999999999994
1468,CUST_00683,2024-01-01,expansion,101.75,141.88,40.129999999999995
1469,CUST_00683,2024-10-01,expansion,141.88,190.27,48.390000000000015
1470,CUST_00684,2024-11-23,new,0.0,310.6,310.6
1471,CUST_00685,2024-12-20,new,0.0,439.19,439.19
1472,CUST_00685,2024-12-01,contraction,439.19,395.68,-43.50999999999999
1473,CUST_00686,2022-10-07,new,0.0,107.3,107.3
1474,CUST_00686,2023-06-01,churn,107.3,0.0,-107.3
1475,CUST_00687,2023-03-12,new,0.0,128.49,128.49
1476,CUST_00687,2023-12-01,contraction,128.49,120.9,-7.590000000000003
1477,CUST_00687,2024-06-01,contraction,120.9,106.23,-14.670000000000002
1478,CUST_00688,2023-10-11,new,0.0,232.88,232.88
1479,CUST_00688,2023-12-01,contraction,232.88,197.65,-35.22999999999999
1480,CUST_00688,2024-04-01,contraction,197.65,178.4,-19.25
1481,CUST_00688,2024-05-01,churn,178.4,0.0,-178.4
1482,CUST_00689,2024-03-01,new,0.0,65.7,65.7
1483,CUST_00689,2024-08-01,expansion,65.7,79.08,13.379999999999995
1484,CUST_00689,2024-10-01,expansion,79.08,107.81,28.730000000000004
1485,CUST_00690,2024-12-25,new,0.0,116.16,116.16
1486,CUST_00691,2024-12-09,new,0.0,131.05,131.05
1487,CUST_00692,2024-02-11,new,0.0,1132.16,1132.16
1488,CUST_00692,2024-02-01,contraction,1132.16,1037.12,-95.04000000000019
1489,CUST_00692,2024-07-01,contraction,1037.12,863.99,-173.12999999999988
1490,CUST_00693,2022-01-19,new,0.0,460.02,460.02
1491,CUST_00693,2023-11-01,contraction,460.02,430.06,-29.95999999999998
1492,CUST_00693,2024-03-01,expansion,430.06,534.15,104.08999999999997
1493,CUST_00694,2023-10-16,new,0.0,225.97,225.97
1494,CUST_00694,2024-10-01,expansion,225.97,275.8,49.83000000000001
1495,CUST_00695,2024-12-11,new,0.0,134.09,134.09
1496,CUST_00696,2023-02-24,new,0.0,406.93,406.93
1497,CUST_00696,2024-12-01,expansion,406.93,506.18,99.25
1498,CUST_00697,2023-12-10,new,0.0,133.49,133.49
1499,CUST_00697,2024-06-01,churn,133.49,0.0,-133.49
1500,CUST_00698,2024-06-12,new,0.0,228.44,228.44
1501,CUST_00698,2024-06-01,expansion,228.44,326.18,97.74000000000001
1502,CUST_00698,2024-09-01,expansion,326.18,380.16,53.98000000000002
1503,CUST_00699,2022-05-12,new,0.0,141.12,141.12
1504,CUST_00699,2022-08-01,churn,141.12,0.0,-141.12
1505,CUST_00700,2023-12-14,new,0.0,87.97,87.97
1506,CUST_00700,2024-07-01,expansion,87.97,111.32,23.349999999999994
1507,CUST_00701,2023-11-14,new,0.0,139.56,139.56
1508,CUST_00701,2024-04-01,expansion,139.56,174.43,34.870000000000005
1509,CUST_00702,2024-06-27,new,0.0,55.06,55.06
1510,CUST_00702,2024-06-01,expansion,55.06,64.99,9.929999999999993
1511,CUST_00703,2022-12-10,new,0.0,99.12,99.12
1512,CUST_00704,2022-02-04,new,0.0,66.89,66.89
1513,CUST_00704,2023-03-01,contraction,66.89,60.27,-6.619999999999997
1514,CUST_00704,2023-07-01,churn,60.27,0.0,-60.27
1515,CUST_00705,2022-05-15,new,0.0,63.76,63.76
1516,CUST_00705,2022-07-01,contraction,63.76,59.81,-3.9499999999999957
1517,CUST_00705,2023-07-01,churn,59.81,0.0,-59.81
1518,CUST_00706,2024-03-26,new,0.0,75.27,75.27
1519,CUST_00706,2024-03-26,churn,75.27,0.0,-75.27
1520,CUST_00707,2024-11-19,new,0.0,473.21,473.21
1521,CUST_00708,2024-10-23,new,0.0,233.95,233.95
1522,CUST_00709,2023-02-13,new,0.0,128.93,128.93
1523,CUST_00709,2023-09-01,churn,128.93,0.0,-128.93
1524,CUST_00710,2022-03-05,new,0.0,1134.91,1134.91
1525,CUST_00710,2022-11-01,contraction,1134.91,1008.0,-126.91000000000008
1526,CUST_00710,2023-12-01,contraction,1008.0,872.78,-135.22000000000003
1527,CUST_00710,2024-08-01,churn,872.78,0.0,-872.78
1528,CUST_00711,2022-12-05,new,0.0,318.78,318.78
1529,CUST_00711,2022-12-01,contraction,318.78,281.92,-36.85999999999996
1530,CUST_00711,2023-09-01,churn,281.92,0.0,-281.92
1531,CUST_00712,2024-10-22,new,0.0,72.42,72.42
1532,CUST_00712,2024-10-01,expansion,72.42,104.41,31.989999999999995
1533,CUST_00713,2022-04-21,new,0.0,148.67,148.67
1534,CUST_00713,2023-01-01,churn,148.67,0.0,-148.67
1535,CUST_00714,2023-01-23,new,0.0,79.81,79.81
1536,CUST_00714,2024-02-01,contraction,79.81,66.53,-13.280000000000001
1537,CUST_00715,2024-11-13,new,0.0,351.41,351.41
1538,CUST_00716,2022-11-21,new,0.0,99.34,99.34
1539,CUST_00716,2022-12-01,contraction,99.34,92.74,-6.6000000000000085
1540,CUST_00716,2023-09-01,churn,92.74,0.0,-92.74
1541,CUST_00717,2024-04-25,new,0.0,57.72,57.72
1542,CUST_00717,2024-05-01,expansion,57.72,67.26,9.540000000000006
1543,CUST_00717,2024-07-01,expansion,67.26,77.56,10.299999999999997
1544,CUST_00717,2024-08-01,contraction,77.56,68.81,-8.75
1545,CUST_00717,2024-12-01,churn,68.81,0.0,-68.81
1546,CUST_00718,2022-02-25,new,0.0,59.6,59.6
1547,CUST_00718,2022-04-01,contraction,59.6,47.7,-11.899999999999999
1548,CUST_00718,2023-08-01,contraction,47.7,42.43,-5.270000000000003
1549,CUST_00718,2024-03-01,expansion,42.43,53.92,11.490000000000002
1550,CUST_00718,2024-06-01,expansion,53.92,75.28,21.36
1551,CUST_00718,2024-10-01,expansion,75.28,104.08,28.799999999999997
1552,CUST_00719,2022-03-04,new,0.0,97.22,97.22
1553,CUST_00719,2023-04-01,churn,97.22,0.0,-97.22
1554,CUST_00720,2024-02-06,new,0.0,292.49,292.49
1555,CUST_00720,2024-04-01,expansion,292.49,358.54,66.05000000000001
1556,CUST_00721,2022-12-19,new,0.0,61.48,61.48
1557,CUST_00721,2024-05-01,expansion,61.48,71.77,10.29
1558,CUST_00722,2022-02-24,new,0.0,2780.67,2780.67
1559,CUST_00722,2022-06-01,contraction,2780.67,2315.05,-465.6199999999999
1560,CUST_00723,2023-02-18,new,0.0,149.82,149.82
1561,CUST_00723,2023-02-01,contraction,149.82,125.06,-24.75999999999999
1562,CUST_00723,2024-04-01,expansion,125.06,174.5,49.44
1563,CUST_00723,2024-11-01,expansion,174.5,235.13,60.629999999999995
1564,CUST_00724,2023-02-18,new,0.0,340.83,340.83
1565,CUST_00724,2023-06-01,churn,340.83,0.0,-340.83
1566,CUST_00725,2022-10-12,new,0.0,121.25,121.25
1567,CUST_00725,2023-12-01,contraction,121.25,100.15,-21.099999999999994
1568,CUST_00725,2024-07-01,contraction,100.15,93.12,-7.030000000000001
1569,CUST_00726,2024-05-25,new,0.0,1536.31,1536.31
1570,CUST_00727,2023-10-12,new,0.0,136.03,136.03
1571,CUST_00727,2024-06-01,expansion,136.03,182.05,46.02000000000001
1572,CUST_00727,2024-12-01,expansion,182.05,226.64,44.589999999999975
1573,CUST_00728,2022-11-11,new,0.0,403.86,403.86
1574,CUST_00728,2024-06-01,expansion,403.86,524.39,120.52999999999997
1575,CUST_00728,2024-06-01,churn,524.39,0.0,-524.39
1576,CUST_00729,2023-12-24,new,0.0,428.33,428.33
1577,CUST_00729,2024-06-01,expansion,428.33,593.83,165.50000000000006
1578,CUST_00729,2024-08-01,expansion,593.83,794.17,200.33999999999992
1579,CUST_00730,2022-06-17,new,0.0,312.76,312.76
1580,CUST_00730,2022-11-01,contraction,312.76,272.7,-40.06
1581,CUST_00730,2024-06-01,expansion,272.7,318.0,45.30000000000001
1582,CUST_00731,2024-03-01,new,0.0,117.22,117.22
1583,CUST_00731,2024-06-01,expansion,117.22,168.98,51.75999999999999
1584,CUST_00731,2024-07-01,contraction,168.98,151.56,-17.419999999999987
1585,CUST_00732,2022-10-09,new,0.0,125.21,125.21
1586,CUST_00732,2023-09-01,contraction,125.21,102.52,-22.689999999999998
1587,CUST_00733,2023-10-01,new,0.0,64.23,64.23
1588,CUST_00733,2024-01-01,contraction,64.23,52.67,-11.560000000000002
1589,CUST_00733,2024-11-01,expansion,52.67,62.73,10.059999999999995
1590,CUST_00734,2023-12-02,new,0.0,136.96,136.96
1591,CUST_00734,2024-01-01,expansion,136.96,185.05,48.09
1592,CUST_00734,2024-02-01,expansion,185.05,253.03,67.97999999999999
1593,CUST_00734,2024-11-01,expansion,253.03,364.78,111.74999999999997
1594,CUST_00734,2024-11-01,churn,364.78,0.0,-364.78
1595,CUST_00735,2024-12-18,new,0.0,96.96,96.96
1596,CUST_00736,2024-03-22,new,0.0,81.85,81.85
1597,CUST_00736,2024-03-01,contraction,81.85,67.42,-14.429999999999993
1598,CUST_00736,2024-05-01,expansion,67.42,87.19,19.769999999999996
1599,CUST_00736,2024-08-01,expansion,87.19,110.31,23.120000000000005
1600,CUST_00736,2024-11-01,contraction,110.31,101.45,-8.86
1601,CUST_00737,2023-02-11,new,0.0,454.9,454.9
1602,CUST_00738,2022-12-08,new,0.0,85.57,85.57
1603,CUST_00739,2023-05-09,new,0.0,67.83,67.83
1604,CUST_00739,2024-01-01,expansion,67.83,97.0,29.17
1605,CUST_00739,2024-02-01,expansion,97.0,137.44,40.44
1606,CUST_00740,2023-11-09,new,0.0,1691.86,1691.86
1607,CUST_00741,2022-02-05,new,0.0,357.43,357.43
1608,CUST_00741,2022-11-01,churn,357.43,0.0,-357.43
1609,CUST_00742,2023-02-15,new,0.0,114.91,114.91
1610,CUST_00742,2023-06-01,churn,114.91,0.0,-114.91
1611,CUST_00743,2022-11-22,new,0.0,304.9,304.9
1612,CUST_00743,2024-01-01,expansion,304.9,370.38,65.48000000000002
1613,CUST_00743,2024-11-01,contraction,370.38,345.31,-25.069999999999993
1614,CUST_00744,2022-10-18,new,0.0,475.84,475.84
1615,CUST_00745,2024-10-03,new,0.0,62.72,62.72
1616,CUST_00746,2024-04-27,new,0.0,75.81,75.81
1617,CUST_00746,2024-05-01,churn,75.81,0.0,-75.81
1618,CUST_00747,2024-06-02,new,0.0,147.15,147.15
1619,CUST_00747,2024-06-01,contraction,147.15,138.32,-8.830000000000013
1620,CUST_00748,2024-10-25,new,0.0,490.57,490.57
1621,CUST_00749,2023-12-19,new,0.0,52.21,52.21
1622,CUST_00749,2024-04-01,expansion,52.21,72.41,20.199999999999996
1623,CUST_00749,2024-06-01,churn,72.41,0.0,-72.41
1624,CUST_00750,2022-11-09,new,0.0,50.9,50.9
1625,CUST_00750,2024-02-01,contraction,50.9,44.69,-6.210000000000001
1626,CUST_00751,2023-02-25,new,0.0,99.65,99.65
1627,CUST_00751,2023-05-01,churn,99.65,0.0,-99.65
1628,CUST_00752,2022-12-19,new,0.0,224.38,224.38
1629,CUST_00753,2022-10-16,new,0.0,67.48,67.48
1630,CUST_00753,2024-02-01,expansion,67.48,91.74,24.25999999999999
1631,CUST_00754,2024-10-09,new,0.0,139.59,139.59
1632,CUST_00755,2023-11-10,new,0.0,78.32,78.32
1633,CUST_00755,2024-05-01,expansion,78.32,90.23,11.91000000000001
1634,CUST_00755,2024-11-01,churn,90.23,0.0,-90.23
1635,CUST_00756,2022-10-17,new,0.0,148.09,148.09
1636,CUST_00756,2024-02-01,expansion,148.09,174.52,26.430000000000007
1637,CUST_00756,2024-12-01,expansion,174.52,242.15,67.63
1638,CUST_00757,2022-12-16,new,0.0,466.71,466.71
1639,CUST_00757,2024-03-01,expansion,466.71,663.91,197.2
1640,CUST_00758,2023-01-21,new,0.0,67.01,67.01
1641,CUST_00759,2024-08-17,new,0.0,121.57,121.57
1642,CUST_00759,2024-11-01,churn,121.57,0.0,-121.57
1643,CUST_00760,2024-05-05,new,0.0,78.45,78.45
1644,CUST_00760,2024-08-01,contraction,78.45,71.13,-7.320000000000007
1645,CUST_00761,2023-11-17,new,0.0,210.03,210.03
1646,CUST_00761,2024-10-01,expansion,210.03,298.5,88.47
1647,CUST_00762,2022-10-12,new,0.0,432.8,432.8
1648,CUST_00762,2023-08-01,churn,432.8,0.0,-432.8
1649,CUST_00763,2023-04-27,new,0.0,244.24,244.24
1650,CUST_00764,2024-11-14,new,0.0,2655.74,2655.74
1651,CUST_00765,2022-09-12,new,0.0,893.68,893.68
1652,CUST_00765,2024-02-01,contraction,893.68,774.94,-118.7399999999999
1653,CUST_00765,2024-04-01,contraction,774.94,676.32,-98.62
1654,CUST_00766,2024-12-19,new,0.0,110.24,110.24
1655,CUST_00767,2023-05-12,new,0.0,64.8,64.8
1656,CUST_00768,2022-01-19,new,0.0,51.24,51.24
1657,CUST_00768,2022-10-01,churn,51.24,0.0,-51.24
1658,CUST_00769,2023-11-03,new,0.0,242.42,242.42
1659,CUST_00770,2022-11-20,new,0.0,108.55,108.55
1660,CUST_00770,2024-10-01,contraction,108.55,88.94,-19.61
1661,CUST_00771,2024-01-19,new,0.0,79.25,79.25
1662,CUST_00771,2024-02-01,expansion,79.25,106.03,26.78
1663,CUST_00771,2024-06-01,expansion,106.03,130.48,24.44999999999999
1664,CUST_00771,2024-11-01,expansion,130.48,158.63,28.150000000000006
1665,CUST_00772,2023-01-16,new,0.0,277.78,277.78
1666,CUST_00772,2024-05-01,churn,277.78,0.0,-277.78
1667,CUST_00773,2023-10-12,new,0.0,118.74,118.74
1668,CUST_00773,2024-11-01,expansion,118.74,155.59,36.85000000000001
1669,CUST_00773,2024-11-01,churn,155.59,0.0,-155.59
1670,CUST_00774,2023-05-03,new,0.0,453.01,453.01
1671,CUST_00774,2024-01-01,expansion,453.01,577.18,124.16999999999996
1672,CUST_00774,2024-02-01,expansion,577.18,781.61,204.43000000000006
1673,CUST_00774,2024-06-01,contraction,781.61,655.74,-125.87
1674,CUST_00775,2022-12-02,new,0.0,923.18,923.18
1675,CUST_00776,2023-03-19,new,0.0,147.23,147.23
1676,CUST_00777,2022-09-15,new,0.0,105.49,105.49
1677,CUST_00777,2023-10-01,churn,105.49,0.0,-105.49
1678,CUST_00778,2022-11-25,new,0.0,83.99,83.99
1679,CUST_00779,2023-01-22,new,0.0,336.86,336.86
1680,CUST_00779,2024-08-01,expansion,336.86,417.53,80.66999999999996
1681,CUST_00780,2024-12-14,new,0.0,89.74,89.74
1682,CUST_00781,2024-10-09,new,0.0,125.2,125.2
1683,CUST_00782,2022-02-26,new,0.0,81.1,81.1
1684,CUST_00782,2024-03-01,contraction,81.1,73.82,-7.280000000000001
1685,CUST_00782,2024-03-01,churn,73.82,0.0,-73.82
1686,CUST_00783,2022-06-25,new,0.0,127.5,127.5
1687,CUST_00783,2023-03-01,churn,127.5,0.0,-127.5
1688,CUST_00784,2023-01-19,new,0.0,272.46,272.46
1689,CUST_00784,2024-10-01,contraction,272.46,235.84,-36.619999999999976
1690,CUST_00785,2022-05-06,new,0.0,204.75,204.75
1691,CUST_00785,2022-05-06,churn,204.75,0.0,-204.75
1692,CUST_00786,2022-12-19,new,0.0,82.25,82.25
1693,CUST_00786,2024-05-01,expansion,82.25,108.35,26.099999999999994
1694,CUST_00786,2024-06-01,contraction,108.35,91.82,-16.53
1695,CUST_00786,2024-11-01,churn,91.82,0.0,-91.82
1696,CUST_00787,2024-12-02,new,0.0,262.99,262.99
1697,CUST_00788,2022-10-04,new,0.0,97.19,97.19
1698,CUST_00788,2024-02-01,churn,97.19,0.0,-97.19
1699,CUST_00789,2024-02-03,new,0.0,59.19,59.19
1700,CUST_00789,2024-12-01,expansion,59.19,71.0,11.810000000000002
1701,CUST_00790,2024-12-26,new,0.0,2661.22,2661.22
1702,CUST_00791,2022-07-16,new,0.0,376.23,376.23
1703,CUST_00792,2022-11-01,new,0.0,117.16,117.16
1704,CUST_00792,2023-07-01,churn,117.16,0.0,-117.16
1705,CUST_00793,2022-01-15,new,0.0,322.34,322.34
1706,CUST_00793,2024-02-01,expansion,322.34,428.77,106.43
1707,CUST_00793,2024-03-01,expansion,428.77,521.24,92.47000000000003
1708,CUST_00793,2024-03-01,churn,521.24,0.0,-521.24
1709,CUST_00794,2024-01-10,new,0.0,227.58,227.58
1710,CUST_00794,2024-01-01,expansion,227.58,284.71,57.12999999999997
1711,CUST_00794,2024-07-01,churn,284.71,0.0,-284.71
1712,CUST_00795,2024-02-26,new,0.0,88.31,88.31
1713,CUST_00795,2024-08-01,churn,88.31,0.0,-88.31
1714,CUST_00796,2023-03-11,new,0.0,430.87,430.87
1715,CUST_00796,2024-02-01,churn,430.87,0.0,-430.87
1716,CUST_00797,2023-05-17,new,0.0,304.34,304.34
1717,CUST_00797,2024-03-01,expansion,304.34,356.47,52.13000000000005
1718,CUST_00798,2022-10-23,new,0.0,2136.54,2136.54
1719,CUST_00798,2024-03-01,churn,2136.54,0.0,-2136.54
1720,CUST_00799,2023-04-07,new,0.0,1035.69,1035.69
1721,CUST_00799,2023-10-01,churn,1035.69,0.0,-1035.69
1722,CUST_00800,2023-07-21,new,0.0,71.45,71.45
1723,CUST_00800,2024-04-01,expansion,71.45,82.86,11.409999999999997
1724,CUST_00801,2023-01-01,new,0.0,446.39,446.39
1725,CUST_00801,2023-02-01,contraction,446.39,399.36,-47.02999999999997
1726,CUST_00801,2024-03-01,expansion,399.36,473.39,74.02999999999997
1727,CUST_00801,2024-06-01,expansion,473.39,665.42,192.02999999999997
1728,CUST_00801,2024-07-01,contraction,665.42,629.93,-35.49000000000001
1729,CUST_00801,2024-09-01,expansion,629.93,731.99,102.06000000000006
1730,CUST_00802,2022-12-23,new,0.0,234.05,234.05
1731,CUST_00802,2024-07-01,expansion,234.05,294.84,60.789999999999964
1732,CUST_00803,2024-10-23,new,0.0,102.29,102.29
1733,CUST_00803,2024-11-01,churn,102.29,0.0,-102.29
1734,CUST_00804,2023-01-04,new,0.0,412.71,412.71
1735,CUST_00804,2023-02-01,contraction,412.71,352.4,-60.31
1736,CUST_00804,2023-05-01,contraction,352.4,332.44,-19.95999999999998
1737,CUST_00804,2024-02-01,expansion,332.44,455.15,122.70999999999998
1738,CUST_00805,2024-06-09,new,0.0,147.88,147.88
1739,CUST_00805,2024-09-01,expansion,147.88,192.06,44.18000000000001
1740,CUST_00806,2023-03-26,new,0.0,493.25,493.25
1741,CUST_00806,2024-02-01,expansion,493.25,627.45,134.20000000000005
1742,CUST_00807,2024-02-17,new,0.0,397.98,397.98
1743,CUST_00808,2024-03-14,new,0.0,131.24,131.24
1744,CUST_00809,2024-04-16,new,0.0,1864.04,1864.04
1745,CUST_00809,2024-11-01,contraction,1864.04,1739.13,-124.90999999999985
1746,CUST_00810,2024-03-04,new,0.0,65.22,65.22
1747,CUST_00811,2024-02-22,new,0.0,105.84,105.84
1748,CUST_00811,2024-09-01,expansion,105.84,143.35,37.50999999999999
1749,CUST_00811,2024-10-01,expansion,143.35,196.04,52.69
1750,CUST_00812,2022-03-15,new,0.0,133.82,133.82
1751,CUST_00813,2023-06-22,new,0.0,126.54,126.54
1752,CUST_00813,2024-01-01,churn,126.54,0.0,-126.54
1753,CUST_00814,2023-01-15,new,0.0,88.15,88.15
1754,CUST_00814,2024-02-01,expansion,88.15,111.97,23.819999999999993
1755,CUST_00815,2024-02-08,new,0.0,121.3,121.3
1756,CUST_00815,2024-04-01,expansion,121.3,146.97,25.67
1757,CUST_00815,2024-06-01,expansion,146.97,189.85,42.879999999999995
1758,CUST_00816,2023-10-25,new,0.0,129.94,129.94
1759,CUST_00816,2024-04-01,expansion,129.94,182.09,52.150000000000006
1760,CUST_00817,2024-12-17,new,0.0,107.62,107.62
1761,CUST_00818,2024-12-14,new,0.0,331.99,331.99
1762,CUST_00819,2023-12-20,new,0.0,64.28,64.28
1763,CUST_00819,2024-02-01,expansion,64.28,75.84,11.560000000000002
1764,CUST_00820,2023-02-19,new,0.0,282.51,282.51
1765,CUST_00820,2023-07-01,contraction,282.51,253.57,-28.939999999999998
1766,CUST_00821,2023-01-01,new,0.0,209.09,209.09
1767,CUST_00821,2024-02-01,expansion,209.09,246.48,37.389999999999986
1768,CUST_00821,2024-06-01,contraction,246.48,216.38,-30.099999999999994
1769,CUST_00821,2024-07-01,expansion,216.38,277.87,61.49000000000001
1770,CUST_00822,2023-01-01,new,0.0,60.94,60.94
1771,CUST_00822,2024-12-01,churn,60.94,0.0,-60.94
1772,CUST_00823,2024-09-10,new,0.0,81.01,81.01
1773,CUST_00824,2022-01-02,new,0.0,402.81,402.81
1774,CUST_00824,2024-09-01,expansion,402.81,574.73,171.92000000000002
1775,CUST_00825,2023-12-10,new,0.0,100.37,100.37
1776,CUST_00825,2024-08-01,expansion,100.37,118.13,17.75999999999999
1777,CUST_00825,2024-10-01,contraction,118.13,103.07,-15.060000000000002
1778,CUST_00826,2022-08-21,new,0.0,84.38,84.38
1779,CUST_00826,2022-08-01,contraction,84.38,70.54,-13.83999999999999
1780,CUST_00827,2023-02-23,new,0.0,133.75,133.75
1781,CUST_00827,2023-04-01,churn,133.75,0.0,-133.75
1782,CUST_00828,2024-12-18,new,0.0,108.03,108.03
1783,CUST_00829,2024-06-06,new,0.0,67.75,67.75
1784,CUST_00829,2024-10-01,expansion,67.75,87.54,19.790000000000006
1785,CUST_00829,2024-10-01,churn,87.54,0.0,-87.54
1786,CUST_00830,2023-06-21,new,0.0,239.76,239.76
1787,CUST_00830,2024-02-01,contraction,239.76,227.66,-12.099999999999994
1788,CUST_00830,2024-08-01,expansion,227.66,314.02,86.35999999999999
