customer_id,company_name,industry,employee_size,signup_date,sales_rep,acquisition_channel,country,lifetime_value
CUST_00871,Nimbus Labs,EdTech,11-50,2024-03-16,Rep_8,Partner,Germany,281006.25
CUST_00872,Summit AI,Manufacturing,1-10,2022-02-10,Rep_1,Partner,USA,11111.11
CUST_00873,Zenith AI,EdTech,1-10,2022-12-20,Rep_12,LinkedIn Ads,USA,100000.0
CUST_00874,Nova Technologies,Manufacturing,11-50,2023-11-19,Rep_10,LinkedIn Ads,India,3572.67
CUST_00875,Helix Systems,Finance,201-1000,2024-03-14,Rep_7,LinkedIn Ads,Germany,2807.67
CUST_00876,Orion Software,Retail,1-10,2023-07-02,Rep_5,Organic,India,11111.11
CUST_00877,Summit Labs,EdTech,51-200,2024-11-16,Rep_6,Paid Search,India,1666.67
CUST_00878,Orion Analytics,Retail,1-10,2023-10-26,Rep_1,Referral,Canada,1666.67
CUST_00879,Summit Labs,EdTech,11-50,2023-10-23,Rep_2,Referral,Canada,135315.0
CUST_00880,Nimbus Systems,SaaS,11-50,2022-01-22,Rep_14,LinkedIn Ads,Germany,1666.67
CUST_00881,Helix Software,Healthcare,201-1000,2023-12-05,Rep_7,Partner,UK,100000.0
CUST_00882,Vertex Analytics,Manufacturing,51-200,2022-08-16,Rep_9,Paid Search,Australia,106816.25
CUST_00883,Vertex Analytics,Finance,1-10,2023-10-02,Rep_8,LinkedIn Ads,Australia,3558.67
CUST_00884,Zenith Software,Finance,51-200,2022-01-24,Rep_11,Paid Search,USA,2454.33
CUST_00885,Pulse Solutions,SaaS,1-10,2024-12-09,Rep_9,Organic,India,14351.11
CUST_00886,Nova Solutions,Manufacturing,51-200,2024-12-03,Rep_8,LinkedIn Ads,USA,6124.33
CUST_00887,Zenith Technologies,Retail,1-10,2023-12-22,Rep_1,LinkedIn Ads,USA,2916.33
CUST_00888,Pulse Analytics,Retail,11-50,2022-01-07,Rep_13,Partner,Germany,1666.67
CUST_00889,Apex AI,Retail,51-200,2022-04-22,Rep_12,Paid Search,USA,1666.67
CUST_00890,Summit Analytics,Retail,1-10,2024-03-13,Rep_3,Paid Search,USA,100000.0
CUST_00891,Orion Systems,SaaS,201-1000,2022-12-16,Rep_11,LinkedIn Ads,USA,100000.0
CUST_00892,Pulse Systems,Healthcare,1-10,2022-04-25,Rep_6,LinkedIn Ads,USA,1666.67
CUST_00893,Apex Solutions,Retail,51-200,2024-02-06,Rep_3,Partner,Australia,1666.67
CUST_00894,Pulse AI,Healthcare,1000+,2023-02-07,Rep_12,LinkedIn Ads,India,2838.67
CUST_00895,Nova Software,Finance,1-10,2024-10-17,Rep_10,LinkedIn Ads,Australia,2451.67
CUST_00896,Apex Solutions,SaaS,11-50,2024-10-24,Rep_4,Partner,Germany,1666.67
CUST_00897,Zenith Cloud,Finance,51-200,2023-02-03,Rep_5,LinkedIn Ads,USA,14440.56
CUST_00898,Zenith AI,EdTech,1-10,2023-03-18,Rep_8,LinkedIn Ads,Australia,4868.67
CUST_00899,Apex Cloud,SaaS,51-200,2022-08-07,Rep_13,Organic,India,20012.78
CUST_00900,Helix Cloud,Healthcare,51-200,2024-02-06,Rep_1,LinkedIn Ads,Canada,1666.67
CUST_00901,Summit AI,EdTech,51-200,2022-11-26,Rep_7,Paid Search,USA,11111.11
CUST_00902,Apex Systems,Manufacturing,11-50,2024-01-10,Rep_7,Paid Search,Australia,5388.67
CUST_00903,Summit Technologies,Finance,51-200,2024-09-27,Rep_6,Referral,Canada,2907.0
CUST_00904,Vertex Labs,Finance,1-10,2023-12-07,Rep_6,Organic,India,4629.33
CUST_00905,Helix Solutions,Healthcare,1-10,2022-02-16,Rep_4,Partner,USA,35315.56
CUST_00906,Orion Cloud,Retail,11-50,2023-11-13,Rep_11,Organic,Australia,13362.78
CUST_00907,Quantum Analytics,Healthcare,1-10,2024-01-01,Rep_10,Paid Search,Canada,3274.67
CUST_00908,Quantum Systems,Manufacturing,51-200,2023-03-02,Rep_11,Paid Search,USA,12230.0
CUST_00909,Helix Systems,EdTech,11-50,2022-12-10,Rep_14,Organic,India,5553.0
CUST_00910,Nimbus Software,Retail,11-50,2024-05-10,Rep_13,LinkedIn Ads,Canada,1666.67
CUST_00911,Nimbus Systems,EdTech,51-200,2023-01-17,Rep_9,Partner,USA,100000.0
CUST_00912,Orion Solutions,Finance,11-50,2024-11-24,Rep_14,Referral,USA,1989.0
CUST_00913,Zenith Labs,Manufacturing,201-1000,2022-01-23,Rep_5,Paid Search,USA,1666.67
CUST_00914,Nova Labs,Manufacturing,11-50,2022-06-21,Rep_8,Paid Search,India,6298.0
CUST_00915,Nimbus AI,Finance,51-200,2022-05-21,Rep_8,Paid Search,Australia,1666.67
CUST_00916,Nimbus Cloud,Healthcare,51-200,2022-03-06,Rep_3,Paid Search,Canada,1666.67
CUST_00917,Nimbus Analytics,Retail,1-10,2024-01-04,Rep_15,Partner,Canada,17753.89
CUST_00918,Nimbus AI,EdTech,11-50,2023-01-18,Rep_9,LinkedIn Ads,UK,3630.33
CUST_00919,Zenith Cloud,EdTech,201-1000,2022-06-08,Rep_9,Organic,Australia,11111.11
CUST_00920,Apex Systems,Retail,51-200,2023-02-18,Rep_14,LinkedIn Ads,Germany,2745.0
CUST_00921,Vertex Technologies,Retail,201-1000,2024-05-23,Rep_13,Partner,India,3846.33
CUST_00922,Nova Software,Healthcare,11-50,2022-10-24,Rep_10,Paid Search,UK,1666.67
CUST_00923,Nova Systems,Retail,11-50,2024-10-21,Rep_13,Paid Search,Canada,4569.67
CUST_00924,Nimbus Software,Manufacturing,1000+,2022-06-24,Rep_5,Organic,India,12778.89
CUST_00925,Zenith Systems,SaaS,1-10,2023-01-23,Rep_7,Partner,USA,1666.67
CUST_00926,Summit Solutions,EdTech,201-1000,2022-09-11,Rep_12,LinkedIn Ads,UK,1666.67
CUST_00927,Nimbus Labs,EdTech,1-10,2024-02-08,Rep_15,Partner,Australia,1666.67
CUST_00928,Apex Cloud,EdTech,1-10,2024-05-12,Rep_13,Referral,UK,1666.67
CUST_00929,Quantum Solutions,EdTech,1-10,2024-03-03,Rep_8,LinkedIn Ads,USA,100000.0
CUST_00930,Apex Solutions,SaaS,1-10,2023-02-24,Rep_14,Partner,Canada,249568.75
CUST_00931,Helix Analytics,Finance,11-50,2023-03-22,Rep_8,LinkedIn Ads,Canada,33653.33
CUST_00932,Pulse AI,EdTech,51-200,2024-12-27,Rep_14,Paid Search,Canada,4077.33
CUST_00933,Summit Systems,EdTech,51-200,2024-01-12,Rep_6,Partner,Germany,1666.67
CUST_00934,Zenith AI,Finance,51-200,2024-03-03,Rep_11,Paid Search,UK,2956.0
CUST_00935,Pulse Labs,Retail,1-10,2024-04-13,Rep_3,Paid Search,Australia,3418.0
CUST_00936,Nimbus Cloud,Healthcare,51-200,2022-12-21,Rep_3,Paid Search,USA,1666.67
CUST_00937,Zenith AI,Manufacturing,1-10,2023-11-25,Rep_10,LinkedIn Ads,UK,1666.67
CUST_00938,Helix Systems,Healthcare,11-50,2022-02-26,Rep_7,Partner,India,11111.11
CUST_00939,Zenith Systems,Healthcare,1-10,2024-02-23,Rep_4,Paid Search,USA,100000.0
CUST_00940,Nova Labs,Healthcare,1-10,2023-02-21,Rep_4,Partner,USA,223801.25
CUST_00941,Summit Analytics,Manufacturing,201-1000,2022-11-17,Rep_14,Organic,Germany,32742.78
CUST_00942,Zenith Software,SaaS,11-50,2023-10-04,Rep_7,LinkedIn Ads,Canada,6499.0
CUST_00943,Helix Software,Retail,11-50,2023-11-08,Rep_8,Partner,USA,4865.0
CUST_00944,Quantum Software,Finance,1-10,2023-02-06,Rep_8,Paid Search,Canada,256817.5
CUST_00945,Apex Technologies,Retail,11-50,2023-12-25,Rep_13,Referral,India,5915.0
CUST_00946,Zenith AI,Healthcare,11-50,2022-01-23,Rep_8,LinkedIn Ads,USA,1666.67
CUST_00947,Zenith Analytics,SaaS,1-10,2024-01-23,Rep_14,Referral,India,2795.0
CUST_00948,Summit Solutions,Manufacturing,11-50,2023-11-26,Rep_2,LinkedIn Ads,USA,4073.33
CUST_00949,Apex Technologies,Healthcare,1000+,2023-01-08,Rep_6,LinkedIn Ads,Australia,306321.25
CUST_00950,Nova Technologies,Healthcare,1-10,2024-10-06,Rep_7,Paid Search,UK,12263.33
CUST_00951,Vertex Systems,SaaS,1-10,2023-03-08,Rep_2,Paid Search,USA,3766.33
CUST_00952,Summit Systems,Retail,1000+,2024-07-22,Rep_4,LinkedIn Ads,UK,20027.78
CUST_00953,Quantum Labs,Finance,11-50,2022-12-23,Rep_5,Paid Search,India,1666.67
CUST_00954,Zenith Solutions,SaaS,1-10,2023-05-13,Rep_13,Partner,Australia,1666.67
CUST_00955,Apex Technologies,Retail,201-1000,2023-03-24,Rep_9,LinkedIn Ads,UK,290097.5
CUST_00956,Nimbus Technologies,Finance,11-50,2023-03-12,Rep_7,LinkedIn Ads,USA,257087.5
CUST_00957,Zenith Solutions,EdTech,1-10,2022-02-17,Rep_1,Partner,USA,104563.75
CUST_00958,Zenith Labs,Healthcare,201-1000,2024-08-23,Rep_10,Paid Search,UK,15756.11
CUST_00959,Quantum Solutions,Finance,11-50,2023-11-11,Rep_8,LinkedIn Ads,USA,25293.33
CUST_00960,Zenith AI,Finance,1-10,2022-01-20,Rep_1,Partner,UK,11111.11
CUST_00961,Apex Systems,EdTech,51-200,2022-07-08,Rep_4,Paid Search,India,104058.75
CUST_00962,Zenith Systems,SaaS,11-50,2024-08-10,Rep_15,Partner,USA,4132.0
CUST_00963,Helix Labs,Manufacturing,1-10,2023-02-07,Rep_12,Paid Search,Germany,11111.11
CUST_00964,Pulse Technologies,EdTech,11-50,2023-11-05,Rep_14,Partner,Canada,6364.0
CUST_00965,Summit Labs,Finance,1-10,2022-02-01,Rep_2,Paid Search,USA,1666.67
CUST_00966,Quantum Software,SaaS,11-50,2022-10-05,Rep_15,Partner,Canada,4174.33
CUST_00967,Quantum AI,SaaS,1-10,2023-12-17,Rep_15,LinkedIn Ads,USA,1666.67
CUST_00968,Nova Cloud,Finance,11-50,2023-02-03,Rep_14,Paid Search,India,3166.0
CUST_00969,Zenith Cloud,Healthcare,1-10,2024-12-09,Rep_5,Partner,USA,3258.0
CUST_00970,Apex Technologies,Manufacturing,1-10,2022-01-12,Rep_3,LinkedIn Ads,USA,11111.11
CUST_00971,Quantum AI,Manufacturing,51-200,2024-01-05,Rep_5,Paid Search,Canada,100000.0
CUST_00972,Summit Software,Retail,1000+,2022-02-25,Rep_9,Partner,USA,3356.67
CUST_00973,Vertex Labs,Healthcare,11-50,2023-01-16,Rep_15,Paid Search,Canada,3524.67
CUST_00974,Orion Technologies,Finance,1-10,2024-05-03,Rep_13,Paid Search,India,5119.33
CUST_00975,Nimbus Cloud,Manufacturing,51-200,2022-12-20,Rep_7,Partner,USA,100000.0
CUST_00976,Nimbus Software,Finance,11-50,2022-12-06,Rep_6,Paid Search,USA,1666.67
CUST_00977,Summit Software,Healthcare,201-1000,2022-11-12,Rep_6,Paid Search,India,1666.67
CUST_00978,Helix Cloud,Manufacturing,1-10,2024-12-08,Rep_5,Partner,India,19656.11
CUST_00979,Summit Software,Healthcare,51-200,2023-02-27,Rep_4,Referral,Australia,1666.67
CUST_00980,Summit Solutions,EdTech,1-10,2023-03-21,Rep_12,Partner,Germany,6339.67
CUST_00981,Apex Solutions,Finance,1-10,2022-10-11,Rep_10,Paid Search,USA,305913.75
CUST_00982,Nova Analytics,Finance,201-1000,2024-12-02,Rep_10,Organic,USA,2797.67
CUST_00983,Nimbus AI,EdTech,51-200,2024-10-22,Rep_10,LinkedIn Ads,India,100000.0
CUST_00984,Pulse Labs,EdTech,1-10,2023-06-27,Rep_8,Partner,Australia,4566.33
CUST_00985,Pulse AI,Healthcare,201-1000,2024-11-27,Rep_6,LinkedIn Ads,Canada,2565.67
CUST_00986,Apex Solutions,EdTech,11-50,2023-03-22,Rep_10,LinkedIn Ads,UK,11111.11
CUST_00987,Helix Software,Healthcare,11-50,2024-06-20,Rep_12,Paid Search,USA,3096.67
CUST_00988,Helix Solutions,Retail,11-50,2023-12-13,Rep_7,Paid Search,UK,11111.11
CUST_00989,Zenith Systems,Retail,11-50,2024-09-05,Rep_12,LinkedIn Ads,Australia,19077.22
CUST_00990,Quantum Systems,Retail,51-200,2022-02-12,Rep_14,Partner,Canada,100000.0
CUST_00991,Zenith Technologies,Retail,1-10,2023-04-04,Rep_9,LinkedIn Ads,Germany,1666.67
CUST_00992,Pulse Analytics,Retail,1-10,2023-03-17,Rep_15,Paid Search,UK,1666.67
CUST_00993,Nimbus Software,Retail,1-10,2023-11-04,Rep_13,Organic,Australia,2380.67
CUST_00994,Pulse Software,SaaS,1-10,2024-03-02,Rep_13,Partner,Canada,5630.33
CUST_00995,Summit Software,Healthcare,1-10,2023-03-04,Rep_3,LinkedIn Ads,Canada,305612.5
CUST_00996,Nova Systems,SaaS,1-10,2023-02-04,Rep_11,Organic,USA,41375.56
CUST_00997,Zenith Software,SaaS,1-10,2022-08-09,Rep_12,Paid Search,USA,1666.67
CUST_00998,Summit Software,EdTech,1-10,2024-04-06,Rep_7,Paid Search,India,1666.67
CUST_00999,Helix Labs,Healthcare,11-50,2022-01-05,Rep_2,Partner,USA,2751.0
CUST_01000,Zenith Solutions,Manufacturing,1-10,2023-03-27,Rep_3,Paid Search,Canada,1968.67
CUST_01001,Pulse Cloud,Manufacturing,51-200,2023-10-12,Rep_5,Partner,Germany,100000.0
CUST_01002,Quantum Technologies,Manufacturing,201-1000,2022-03-07,Rep_15,Partner,UK,5602.33
CUST_01003,Helix Systems,Retail,201-1000,2022-10-18,Rep_9,Partner,USA,1666.67
CUST_01004,Pulse AI,Finance,51-200,2023-04-21,Rep_10,Paid Search,India,23104.44
CUST_01005,Apex Technologies,SaaS,1-10,2023-02-14,Rep_8,Paid Search,India,1666.67
CUST_01006,Nova Technologies,EdTech,1-10,2023-10-05,Rep_11,Referral,UK,3724.0
CUST_01007,Nova Analytics,SaaS,11-50,2024-08-08,Rep_12,Referral,India,3965.67
CUST_01008,Pulse Solutions,EdTech,201-1000,2024-08-21,Rep_9,Paid Search,Germany,4314.0
CUST_01009,Nova Labs,Finance,1-10,2023-02-06,Rep_2,Partner,USA,4242.0
CUST_01010,Helix Systems,Finance,51-200,2023-08-03,Rep_7,LinkedIn Ads,UK,28565.56
CUST_01011,Zenith Software,EdTech,1-10,2024-12-06,Rep_8,Partner,UK,263105.0
CUST_01012,Orion AI,Finance,1-10,2022-01-20,Rep_2,Paid Search,UK,1666.67
CUST_01013,Nimbus Cloud,Finance,11-50,2022-10-01,Rep_12,Partner,Australia,1666.67
CUST_01014,Quantum AI,SaaS,1-10,2024-11-06,Rep_9,LinkedIn Ads,Canada,25917.78
CUST_01015,Vertex Labs,Manufacturing,51-200,2023-12-06,Rep_8,Paid Search,India,17977.78
CUST_01016,Helix Cloud,Manufacturing,1-10,2024-11-23,Rep_1,Referral,UK,4987.0
CUST_01017,Apex Labs,SaaS,1-10,2024-06-18,Rep_3,Partner,Canada,2862.33
CUST_01018,Helix Systems,Finance,1-10,2024-11-12,Rep_8,Paid Search,USA,12751.11
CUST_01019,Nova AI,Healthcare,11-50,2022-10-26,Rep_1,Paid Search,USA,11111.11
CUST_01020,Summit AI,Retail,1000+,2022-12-27,Rep_2,Organic,USA,1666.67
CUST_01021,Apex Analytics,Manufacturing,201-1000,2022-12-11,Rep_15,Referral,Australia,100000.0
CUST_01022,Nova Systems,Healthcare,11-50,2024-01-05,Rep_3,LinkedIn Ads,USA,1666.67
CUST_01023,Apex Systems,EdTech,11-50,2024-11-08,Rep_5,LinkedIn Ads,India,3265.33
CUST_01024,Orion AI,Retail,201-1000,2022-11-17,Rep_11,Referral,USA,1666.67
CUST_01025,Orion Labs,Retail,1-10,2022-10-26,Rep_10,Partner,India,1666.67
CUST_01026,Vertex AI,Finance,11-50,2023-02-01,Rep_10,Paid Search,USA,32380.56
CUST_01027,Orion AI,SaaS,201-1000,2023-10-23,Rep_6,LinkedIn Ads,Germany,138261.25
CUST_01028,Pulse Analytics,Retail,11-50,2023-06-12,Rep_14,Partner,India,11111.11
CUST_01029,Apex Solutions,Retail,1-10,2022-03-25,Rep_3,Organic,USA,143132.5
CUST_01030,Pulse Technologies,SaaS,11-50,2023-10-07,Rep_10,LinkedIn Ads,India,28065.56
CUST_01031,Quantum Technologies,EdTech,51-200,2023-03-24,Rep_9,Paid Search,Germany,1666.67
CUST_01032,Orion Software,Manufacturing,201-1000,2023-01-08,Rep_10,Partner,UK,100000.0
CUST_01033,Nimbus Systems,Retail,51-200,2022-10-21,Rep_10,LinkedIn Ads,UK,1666.67
CUST_01034,Vertex Technologies,Healthcare,11-50,2022-11-24,Rep_4,Paid Search,USA,100000.0
CUST_01035,Helix Labs,Manufacturing,1-10,2024-02-01,Rep_5,Referral,Germany,3169.67
CUST_01036,Nimbus Cloud,SaaS,1-10,2024-03-19,Rep_5,Paid Search,UK,1666.67
CUST_01037,Zenith Systems,SaaS,11-50,2024-12-15,Rep_15,Partner,UK,100000.0
CUST_01038,Orion Software,SaaS,1-10,2023-03-09,Rep_12,Partner,Canada,100000.0
CUST_01039,Summit Software,Healthcare,1000+,2024-01-03,Rep_1,Partner,USA,4249.33
CUST_01040,Nimbus Labs,EdTech,51-200,2024-10-11,Rep_14,LinkedIn Ads,Australia,19964.44
CUST_01041,Vertex Analytics,Retail,1000+,2023-11-13,Rep_14,Partner,USA,1666.67
CUST_01042,Apex Systems,Healthcare,11-50,2024-10-21,Rep_14,Paid Search,Australia,6211.0
CUST_01043,Apex Analytics,SaaS,201-1000,2023-12-20,Rep_8,Paid Search,UK,32736.67
CUST_01044,Nova Solutions,Retail,11-50,2024-10-06,Rep_4,Paid Search,Canada,3039.67
CUST_01045,Quantum AI,EdTech,201-1000,2023-03-27,Rep_13,Paid Search,Australia,2520.0
CUST_01046,Zenith Solutions,Retail,1-10,2023-03-16,Rep_13,Paid Search,USA,1666.67
CUST_01047,Nova Cloud,EdTech,51-200,2022-03-24,Rep_14,Referral,Canada,6111.0
CUST_01048,Orion Technologies,Retail,1000+,2024-11-09,Rep_4,Paid Search,USA,2449.0
CUST_01049,Apex Cloud,Manufacturing,11-50,2024-03-13,Rep_3,Paid Search,USA,337331.25
CUST_01050,Summit Analytics,Manufacturing,51-200,2022-06-10,Rep_1,Organic,Australia,1666.67
CUST_01051,Quantum Labs,EdTech,1-10,2024-11-24,Rep_3,Partner,Canada,22056.67
CUST_01052,Pulse Labs,Healthcare,51-200,2023-12-10,Rep_1,LinkedIn Ads,USA,27920.0
CUST_01053,Apex Cloud,Manufacturing,1-10,2022-08-20,Rep_15,LinkedIn Ads,India,1666.67
CUST_01054,Pulse AI,SaaS,1-10,2023-01-05,Rep_7,Partner,Canada,4224.0
CUST_01055,Apex Analytics,Retail,51-200,2022-02-18,Rep_9,Referral,Australia,220140.0
CUST_01056,Pulse Technologies,EdTech,11-50,2022-10-14,Rep_15,Paid Search,UK,11111.11
CUST_01057,Orion Analytics,Manufacturing,1000+,2022-10-24,Rep_8,Paid Search,India,1666.67
CUST_01058,Vertex Analytics,Manufacturing,1-10,2022-12-25,Rep_12,Paid Search,India,26108.89
CUST_01059,Orion Technologies,Manufacturing,1-10,2023-11-13,Rep_1,Paid Search,UK,4646.33
CUST_01060,Nova Labs,EdTech,201-1000,2022-10-21,Rep_11,Referral,India,24633.33
CUST_01061,Pulse Analytics,Healthcare,11-50,2022-01-16,Rep_14,Paid Search,Germany,4221.33
CUST_01062,Quantum Labs,Manufacturing,51-200,2023-11-22,Rep_15,Partner,USA,32380.56
CUST_01063,Vertex Software,Healthcare,11-50,2023-11-03,Rep_2,Referral,India,2164.0
CUST_01064,Helix Software,Retail,1-10,2022-08-01,Rep_9,LinkedIn Ads,USA,4720.33
CUST_01065,Quantum Analytics,Retail,11-50,2022-10-22,Rep_6,LinkedIn Ads,UK,1666.67
CUST_01066,Orion Solutions,Manufacturing,1-10,2022-08-10,Rep_6,LinkedIn Ads,USA,3172.67
CUST_01067,Apex Systems,Healthcare,51-200,2022-02-19,Rep_10,LinkedIn Ads,USA,1666.67
CUST_01068,Orion Labs,Finance,11-50,2024-08-14,Rep_4,Organic,Germany,25877.78
CUST_01069,Pulse Systems,Retail,1-10,2023-03-10,Rep_14,Paid Search,USA,1666.67
CUST_01070,Summit Labs,Finance,1-10,2022-01-11,Rep_1,Partner,USA,1666.67
CUST_01071,Nimbus Systems,EdTech,201-1000,2022-10-15,Rep_7,Paid Search,USA,5406.0
CUST_01072,Pulse Solutions,SaaS,51-200,2023-11-14,Rep_6,Paid Search,USA,21456.11
CUST_01073,Quantum Analytics,Finance,1000+,2023-02-18,Rep_1,LinkedIn Ads,UK,100000.0
CUST_01074,Zenith Software,EdTech,51-200,2022-03-06,Rep_5,Referral,USA,11111.11
CUST_01075,Orion Cloud,Manufacturing,1000+,2023-11-23,Rep_3,Organic,Canada,1666.67
CUST_01076,Helix Systems,Retail,11-50,2023-12-21,Rep_4,Partner,Germany,3291.33
CUST_01077,Orion Systems,Healthcare,1-10,2023-07-09,Rep_15,LinkedIn Ads,UK,13823.89
CUST_01078,Apex Labs,EdTech,201-1000,2024-03-20,Rep_12,Referral,USA,18839.44
CUST_01079,Vertex Cloud,EdTech,1-10,2024-12-13,Rep_15,Paid Search,India,2918.0
CUST_01080,Pulse Cloud,Retail,1-10,2024-01-23,Rep_14,LinkedIn Ads,USA,11367.22
CUST_01081,Vertex Software,Retail,1-10,2022-01-12,Rep_14,Organic,Canada,11111.11
CUST_01082,Vertex Systems,Manufacturing,51-200,2024-01-17,Rep_13,Paid Search,UK,100000.0
CUST_01083,Helix Solutions,Manufacturing,1-10,2023-03-08,Rep_15,Paid Search,USA,11111.11
CUST_01084,Orion Technologies,EdTech,1-10,2022-08-22,Rep_9,Referral,Australia,1666.67
CUST_01085,Vertex AI,Manufacturing,1-10,2023-02-10,Rep_10,Paid Search,Germany,220156.25
CUST_01086,Apex Software,Finance,1-10,2024-01-25,Rep_7,Paid Search,Australia,1666.67
CUST_01087,Orion Cloud,EdTech,51-200,2023-03-04,Rep_1,Paid Search,USA,13705.56
CUST_01088,Quantum Software,Manufacturing,201-1000,2024-01-14,Rep_11,LinkedIn Ads,Canada,3244.33
CUST_01089,Apex Software,Manufacturing,1-10,2023-01-20,Rep_1,Paid Search,USA,25990.0
CUST_01090,Quantum AI,Finance,1-10,2022-10-11,Rep_6,Paid Search,USA,1732.33
CUST_01091,Quantum Analytics,Healthcare,201-1000,2024-11-15,Rep_1,Organic,USA,3087.33
CUST_01092,Quantum AI,Finance,1-10,2023-02-17,Rep_11,Partner,India,100000.0
CUST_01093,Zenith Labs,Healthcare,51-200,2022-10-24,Rep_14,Paid Search,Australia,1666.67
CUST_01094,Vertex Analytics,Retail,1-10,2022-05-06,Rep_5,Paid Search,USA,6876.33
CUST_01095,Zenith Solutions,Finance,1-10,2024-03-14,Rep_1,Paid Search,Canada,5970.67
CUST_01096,Summit Labs,EdTech,51-200,2023-02-02,Rep_11,LinkedIn Ads,USA,198676.25
CUST_01097,Summit Cloud,Retail,11-50,2024-03-16,Rep_11,LinkedIn Ads,USA,1666.67
CUST_01098,Quantum Analytics,SaaS,11-50,2023-10-03,Rep_9,LinkedIn Ads,Canada,1666.67
CUST_01099,Pulse Technologies,EdTech,1-10,2022-12-25,Rep_13,Partner,Australia,5862.33
CUST_01100,Nova Labs,Manufacturing,1-10,2024-02-01,Rep_4,Paid Search,USA,18648.89
CUST_01101,Orion Technologies,EdTech,1-10,2023-03-16,Rep_9,Partner,Australia,3466.33
CUST_01102,Nimbus Labs,Finance,1-10,2023-04-05,Rep_12,Paid Search,Canada,22388.89
CUST_01103,Nova AI,SaaS,1-10,2022-02-05,Rep_10,Organic,USA,1666.67
CUST_01104,Orion Solutions,Healthcare,11-50,2024-02-11,Rep_6,Partner,USA,11111.11
CUST_01105,Quantum Solutions,SaaS,11-50,2024-11-23,Rep_2,Paid Search,USA,3054.33
CUST_01106,Apex Systems,Manufacturing,11-50,2024-10-02,Rep_2,Partner,UK,4414.0
CUST_01107,Orion Cloud,Manufacturing,11-50,2022-03-18,Rep_1,Referral,USA,25033.33
CUST_01108,Helix Labs,Retail,11-50,2024-02-11,Rep_4,Paid Search,Canada,21316.11
CUST_01109,Nimbus Technologies,EdTech,51-200,2024-06-13,Rep_7,Partner,UK,4083.33
CUST_01110,Apex Analytics,Finance,11-50,2023-10-16,Rep_6,Paid Search,Germany,1666.67
CUST_01111,Apex Technologies,Finance,11-50,2023-02-04,Rep_10,Organic,Germany,3120.0
CUST_01112,Pulse Labs,Healthcare,1-10,2022-03-19,Rep_9,Organic,USA,7793.33
CUST_01113,Quantum Solutions,Manufacturing,11-50,2022-03-24,Rep_4,Partner,USA,100000.0
CUST_01114,Summit Technologies,Manufacturing,11-50,2023-06-17,Rep_2,Paid Search,USA,1666.67
CUST_01115,Summit Labs,EdTech,51-200,2024-03-09,Rep_14,Paid Search,Germany,4067.0
CUST_01116,Quantum Solutions,EdTech,51-200,2023-06-10,Rep_7,LinkedIn Ads,USA,11111.11
CUST_01117,Pulse Analytics,Manufacturing,1-10,2023-04-02,Rep_10,Partner,USA,100000.0
CUST_01118,Helix Analytics,SaaS,11-50,2024-11-17,Rep_13,Partner,USA,2578.33
CUST_01119,Pulse Systems,Retail,201-1000,2023-03-12,Rep_8,Paid Search,UK,3504.0
CUST_01120,Apex Solutions,Healthcare,1-10,2024-03-21,Rep_6,LinkedIn Ads,UK,7643.67
CUST_01121,Summit AI,EdTech,1-10,2024-02-15,Rep_4,Paid Search,India,100000.0
CUST_01122,Vertex Systems,Healthcare,1-10,2022-01-14,Rep_9,Paid Search,USA,1666.67
CUST_01123,Helix Solutions,EdTech,11-50,2024-10-14,Rep_15,LinkedIn Ads,Australia,25552.22
CUST_01124,Nimbus AI,Retail,11-50,2024-02-25,Rep_15,Organic,Australia,26070.56
CUST_01125,Vertex Systems,SaaS,51-200,2022-12-24,Rep_15,LinkedIn Ads,India,1666.67
CUST_01126,Helix Cloud,Finance,1000+,2022-11-06,Rep_12,Paid Search,Canada,1666.67
CUST_01127,Summit Systems,Manufacturing,11-50,2023-02-10,Rep_5,Paid Search,UK,22488.89
CUST_01128,Vertex Technologies,Retail,11-50,2024-11-09,Rep_15,Partner,UK,3602.67
CUST_01129,Pulse Cloud,Finance,1-10,2022-09-16,Rep_2,Organic,USA,11111.11
CUST_01130,Nimbus Software,Healthcare,1000+,2024-11-14,Rep_6,Paid Search,USA,253405.0
CUST_01131,Nimbus Labs,EdTech,1-10,2024-03-12,Rep_2,Organic,USA,11111.11
CUST_01132,Nimbus Technologies,SaaS,1-10,2022-04-11,Rep_10,Paid Search,India,2328.33
CUST_01133,Nimbus Solutions,Retail,11-50,2022-07-20,Rep_5,Referral,India,11111.11
CUST_01134,Pulse Labs,SaaS,1-10,2022-01-04,Rep_15,Referral,USA,1666.67
CUST_01135,Orion Labs,Healthcare,11-50,2024-03-12,Rep_6,Paid Search,USA,5031.67
CUST_01136,Orion AI,Manufacturing,201-1000,2024-02-07,Rep_2,LinkedIn Ads,USA,2073.0
CUST_01137,Vertex Technologies,Retail,1-10,2023-03-26,Rep_15,LinkedIn Ads,Australia,1666.67
CUST_01138,Quantum Labs,SaaS,1-10,2024-10-12,Rep_12,LinkedIn Ads,USA,23103.89
CUST_01139,Nova Cloud,SaaS,51-200,2023-12-10,Rep_6,Paid Search,USA,100000.0
CUST_01140,Vertex Systems,Manufacturing,51-200,2022-11-24,Rep_6,Referral,UK,1666.67
CUST_01141,Summit Solutions,Healthcare,51-200,2024-12-20,Rep_1,Paid Search,India,1783.0
